numberOfHerders,dog1_xpos,dog1_zpos,dog1_touch,dog1_SuggestedTA,dog2_xpos,dog2_zpos,dog2_touch,dog2_SuggestedTA,numberOfTargets, numActiveTargets,Target1_xpos,Target1_zpos,Target1_xvel,Target1_zvel,Target1_active,Target1_InfluencedbyHA,Target2_xpos,Target2_zpos,Target2_xvel,Target2_zvel,Target2_active,Target2_InfluencedbyHA,Target3_xpos,Target3_zpos,Target3_xvel,Target3_zvel,Target3_active,Target3_InfluencedbyHA,Target4_xpos,Target4_zpos,Target4_xvel,Target4_zvel,Target4_active,Target4_InfluencedbyHA,containment_xpos, containment_zpos, allTargetsInGoal, numTargetsContained,numberOfWins, trialtime
2,-0.3617081,0.20175,1,4,0.1802246,0.2725363,0,4,4,4,0.03091267,0.3641801,-0.001381084,-0.03136169,True,0,-0.2728238,0.1921563,0.0154112,-8.879112E-05,True,1,0.1200692,0.1959143,0.005951113,0.003315618,True,2,0.3959878,0.2832284,-0.03692249,0.007828871,True,0,0,0,False,0,0,6.66
2,-0.3624328,0.20175,1,4,0.1978623,0.2636366,0,4,4,4,0.03088605,0.3635519,-0.001331621,-0.03141183,True,0,-0.2724882,0.1921515,0.01677732,-0.0002388967,True,1,0.1201725,0.1959606,0.0051673,0.002319776,True,2,0.3952511,0.2833854,-0.03683905,0.007848528,True,0,0,0,False,0,0,6.68
2,-0.3621884,0.20175,1,4,0.2177491,0.2550673,0,4,4,4,0.03086204,0.3629219,-0.001200702,-0.03149846,True,0,-0.2721255,0.1921438,0.01813139,-0.000381644,True,1,0.1202577,0.1959913,0.004262806,0.001532489,True,2,0.3945154,0.283543,-0.03678738,0.007880148,True,0,0,0,False,0,0,6.7
2,-0.3622708,0.20175,1,4,0.2381712,0.2472138,0,4,4,4,0.03084001,0.3622894,-0.001102326,-0.03162578,True,0,-0.271736,0.1921332,0.01947805,-0.000528366,True,1,0.1203244,0.1960107,0.003335608,0.0009707129,True,0,0.3937815,0.2837,-0.0366957,0.007847126,True,0,0,0,False,0,0,6.72
2,-0.362243,0.20175,1,4,0.2580294,0.2405372,0,4,4,4,0.03081888,0.3616544,-0.001056831,-0.0317542,True,0,-0.2713195,0.1921199,0.02082364,-0.0006690567,True,1,0.1203911,0.1960286,0.003329101,0.0008916349,True,0,0.3930478,0.2838545,-0.0366891,0.007728314,True,0,0,0,False,0,0,6.74
2,-0.3622524,0.20175,1,4,0.2766871,0.2354479,0,4,4,4,0.0307983,0.3610179,-0.001028899,-0.031827,True,0,-0.2708764,0.1921036,0.02215557,-0.0008136608,True,1,0.1204571,0.1960433,0.003299903,0.0007382045,True,0,0.3923126,0.2840057,-0.03675868,0.007557684,True,0,0,0,False,0,0,6.76
2,-0.3622492,0.20175,1,4,0.2938168,0.2322268,0,4,4,4,0.03077995,0.3603784,-0.0009180002,-0.03197647,True,0,-0.2704065,0.1920846,0.02348938,-0.0009518665,True,1,0.1205236,0.1960561,0.003327769,0.0006371789,True,0,0.3915763,0.2841529,-0.03682136,0.00735782,True,0,0,0,False,0,0,6.78
2,-0.3622503,0.20175,1,4,0.3092866,0.2309873,0,4,4,4,0.03076526,0.3597373,-0.0007353518,-0.03205341,True,0,-0.2699105,0.1920626,0.02480571,-0.001094334,True,1,0.1205891,0.1960656,0.003272028,0.0004784941,True,0,0.3908598,0.2843105,-0.03582533,0.007879239,True,2,0,0,False,0,0,6.8
2,-0.3622499,0.20175,1,4,0.3230858,0.2316734,0,4,4,4,0.0307535,0.3590952,-0.0005884617,-0.03210698,True,0,-0.2693879,0.1920381,0.02612661,-0.001229843,True,1,0.1206548,0.1960703,0.003288735,0.000234968,True,0,0.3901649,0.2844819,-0.03475502,0.008569993,True,2,0,0,False,0,0,6.82
2,-0.3622501,0.20175,1,4,0.3352779,0.2340862,0,4,4,4,0.03074314,0.3584518,-0.0005185786,-0.03216718,True,0,-0.2688394,0.1920106,0.02742575,-0.001370112,True,1,0.1207194,0.1960694,0.003227692,-4.453522E-05,True,0,0.3894928,0.2846712,-0.03360897,0.00946199,True,2,0,0,False,0,0,6.84
2,-0.36225,0.20175,1,4,0.3459705,0.2379285,0,4,4,4,0.03073529,0.3578079,-0.0003929712,-0.03219675,True,0,-0.2682647,0.1919806,0.02873288,-0.001502863,True,1,0.1207813,0.1960645,0.003096354,-0.0002482463,True,0,0.3888453,0.2848832,-0.03238222,0.01059504,True,2,0,0,False,0,0,6.86
2,-0.36225,0.20175,1,4,0.3552954,0.2428545,0,4,4,4,0.0307308,0.3571634,-0.0002247338,-0.03222844,True,0,-0.2676643,0.1919478,0.030024,-0.001637436,True,1,0.1208398,0.1960566,0.002924695,-0.0003944443,True,0,0.3882241,0.2851239,-0.03106407,0.01202569,True,2,0,0,False,0,0,6.88
2,-0.36225,0.20175,1,4,0.3633949,0.2485137,0,4,4,4,0.03072991,0.3565177,-4.543312E-05,-0.03228259,True,0,-0.267038,0.1919124,0.03130649,-0.001770765,True,1,0.1208958,0.1960461,0.00280079,-0.0005229794,True,0,0.3876314,0.2854008,-0.02963947,0.01383981,True,2,0,0,False,0,0,6.9
2,-0.36225,0.20175,1,4,0.3704118,0.2545832,0,4,4,4,0.03073253,0.3558712,0.0001304667,-0.03232869,True,0,-0.2663864,0.1918744,0.0325802,-0.001902786,True,1,0.1209477,0.196033,0.002596022,-0.000656462,True,0,0.3870696,0.2857243,-0.02809522,0.01617334,True,2,0,0,False,0,0,6.92
2,-0.36225,0.20175,1,4,0.3764828,0.2607867,0,4,4,4,0.030737,0.3552229,0.0002229562,-0.03241447,True,0,-0.2657095,0.1918337,0.03384491,-0.00203353,True,1,0.1209952,0.1960184,0.002374839,-0.0007313902,True,0,0.386541,0.2861095,-0.02643882,0.01925086,True,2,0,0,False,0,0,6.94
2,-0.361247,0.20175,1,4,0.3817331,0.266903,0,4,4,4,0.03074395,0.354574,0.0003471985,-0.03244773,True,0,-0.2650074,0.1917905,0.03510041,-0.002162859,True,1,0.1210372,0.1960009,0.002098073,-0.0008718914,True,0,0.3860459,0.2865789,-0.02475887,0.02345609,True,2,0,0,False,0,0,6.96
