part_id,agent_type,block,trial_no,q1,q2,q3,q4,q5,q6
105,RL_HP,2.0,13,1.0,2.0,2.0,7.0,2.0,0.0
106,DMP,1.0,7,7.0,7.0,7.0,7.0,1.0,0.0
106,DMP,2.0,11,7.0,7.0,7.0,7.0,3.0,0.0
106,RL,1.0,9,3.0,5.0,1.0,5.0,7.0,1.0
106,RL,2.0,15,6.0,6.0,6.0,3.0,6.0,1.0
106,RL_HP,1.0,5,6.0,4.0,5.0,5.0,7.0,1.0
106,RL_HP,2.0,13,5.0,3.0,7.0,3.0,4.0,1.0
107,DMP,1.0,7,1.0,1.0,1.0,1.0,1.0,
107,DMP,2.0,15,1.0,1.0,1.0,7.0,7.0,1.0
107,RL,1.0,9,1.0,2.0,1.0,7.0,7.0,1.0
107,RL,2.0,13,1.0,1.0,1.0,1.0,5.0,1.0
107,RL_HP,1.0,5,3.0,4.0,1.0,1.0,6.0,1.0
107,RL_HP,2.0,11,1.0,1.0,1.0,7.0,7.0,1.0
108,DMP,1.0,9,3.0,2.0,3.0,6.0,3.0,1.0
108,DMP,2.0,13,2.0,2.0,1.0,7.0,2.0,
108,RL,1.0,5,1.0,1.0,1.0,4.0,1.0,1.0
108,RL,2.0,11,1.0,2.0,1.0,7.0,2.0,
108,RL_HP,1.0,7,1.0,1.0,2.0,5.0,2.0,
108,RL_HP,2.0,15,1.0,2.0,1.0,7.0,2.0,0.0
109,DMP,1.0,5,4.0,2.0,6.0,6.0,6.0,1.0
109,DMP,2.0,13,7.0,7.0,7.0,4.0,6.0,1.0
109,RL,1.0,9,3.0,3.0,6.0,7.0,2.0,0.0
109,RL,2.0,11,1.0,1.0,1.0,7.0,1.0,0.0
109,RL_HP,1.0,7,7.0,7.0,5.0,7.0,2.0,0.0
109,RL_HP,2.0,15,3.0,5.0,4.0,6.0,2.0,0.0
110,DMP,1.0,7,5.0,6.0,5.0,5.0,5.0,1.0
110,DMP,2.0,13,6.0,4.0,5.0,5.0,6.0,1.0
110,RL,1.0,9,6.0,5.0,5.0,5.0,4.0,0.0
110,RL,2.0,11,5.0,5.0,4.0,4.0,3.0,0.0
110,RL_HP,1.0,5,7.0,6.0,6.0,4.0,6.0,1.0
110,RL_HP,2.0,15,5.0,5.0,5.0,6.0,6.0,1.0
111,DMP,1.0,5,7.0,6.0,7.0,7.0,6.0,1.0
111,DMP,2.0,13,5.0,6.0,5.0,7.0,5.0,0.0
111,RL,1.0,9,1.0,1.0,1.0,7.0,5.0,0.0
111,RL,2.0,15,2.0,2.0,7.0,7.0,3.0,0.0
111,RL_HP,1.0,7,2.0,2.0,5.0,7.0,5.0,1.0
111,RL_HP,2.0,11,1.0,1.0,4.0,7.0,4.0,0.0
112,DMP,1.0,7,4.0,3.0,4.0,1.0,4.0,0.0
112,DMP,2.0,15,1.0,1.0,1.0,1.0,1.0,0.0
112,RL,1.0,5,3.0,2.0,1.0,5.0,4.0,1.0
112,RL,2.0,11,1.0,1.0,1.0,1.0,1.0,0.0
112,RL_HP,1.0,9,2.0,2.0,1.0,5.0,2.0,0.0
112,RL_HP,2.0,13,1.0,1.0,1.0,1.0,1.0,0.0
113,DMP,1.0,9,5.0,6.0,5.0,1.0,3.0,0.0
113,DMP,2.0,13,4.0,4.0,3.0,3.0,6.0,1.0
113,RL,1.0,7,2.0,2.0,2.0,4.0,3.0,0.0
113,RL,2.0,15,3.0,5.0,5.0,1.0,4.0,0.0
113,RL_HP,1.0,5,4.0,4.0,3.0,4.0,5.0,1.0
113,RL_HP,2.0,11,6.0,7.0,4.0,1.0,5.0,
114,DMP,1.0,9,6.0,7.0,7.0,6.0,7.0,1.0
114,DMP,2.0,13,6.0,6.0,6.0,5.0,7.0,1.0
114,RL,1.0,5,6.0,6.0,5.0,6.0,7.0,1.0
114,RL,2.0,11,6.0,6.0,5.0,6.0,6.0,1.0
114,RL_HP,1.0,7,3.0,4.0,3.0,6.0,6.0,1.0
114,RL_HP,2.0,15,2.0,2.0,2.0,4.0,2.0,
115,DMP,1.0,5,6.0,5.0,4.0,2.0,3.0,0.0
115,DMP,2.0,15,7.0,7.0,6.0,7.0,6.0,1.0
115,RL,1.0,9,1.0,2.0,5.0,4.0,7.0,0.0
115,RL,2.0,11,5.0,5.0,6.0,5.0,3.0,0.0
115,RL_HP,1.0,7,2.0,4.0,2.0,7.0,1.0,0.0
115,RL_HP,2.0,13,6.0,4.0,7.0,5.0,6.0,1.0
116,DMP,1.0,5,5.0,4.0,4.0,7.0,3.0,0.0
116,DMP,2.0,11,5.0,3.0,4.0,7.0,4.0,0.0
116,RL,1.0,9,1.0,2.0,2.0,7.0,1.0,0.0
116,RL,2.0,15,2.0,6.0,5.0,7.0,1.0,0.0
116,RL_HP,1.0,7,3.0,3.0,2.0,7.0,3.0,0.0
116,RL_HP,2.0,13,1.0,1.0,4.0,7.0,5.0,0.0
117,DMP,1.0,5,5.0,6.0,3.0,7.0,4.0,0.0
117,DMP,2.0,15,7.0,7.0,7.0,4.0,4.0,1.0
117,RL,1.0,9,3.0,3.0,3.0,2.0,2.0,0.0
117,RL,2.0,13,5.0,4.0,4.0,4.0,3.0,0.0
117,RL_HP,1.0,7,3.0,3.0,5.0,5.0,3.0,0.0
117,RL_HP,2.0,11,5.0,5.0,5.0,5.0,5.0,1.0
118,DMP,1.0,5,4.0,4.0,3.0,4.0,6.0,0.0
118,DMP,2.0,11,3.0,5.0,3.0,7.0,5.0,
118,RL,1.0,7,1.0,5.0,1.0,7.0,2.0,0.0
118,RL,2.0,13,1.0,5.0,4.0,7.0,3.0,
118,RL_HP,1.0,9,3.0,1.0,1.0,6.0,4.0,
118,RL_HP,2.0,15,2.0,7.0,1.0,6.0,3.0,0.0
119,DMP,1.0,9,7.0,6.0,5.0,2.0,5.0,0.0
119,DMP,2.0,15,4.0,3.0,3.0,5.0,3.0,0.0
119,RL,1.0,7,7.0,5.0,5.0,7.0,6.0,0.0
119,RL,2.0,11,2.0,5.0,1.0,2.0,3.0,0.0
119,RL_HP,1.0,5,5.0,6.0,4.0,6.0,5.0,0.0
119,RL_HP,2.0,13,6.0,4.0,2.0,3.0,3.0,0.0
120,DMP,1.0,9,4.0,6.0,2.0,6.0,7.0,1.0
120,DMP,2.0,15,3.0,6.0,2.0,7.0,7.0,1.0
120,RL,1.0,5,4.0,7.0,2.0,5.0,2.0,1.0
120,RL,2.0,11,4.0,6.0,2.0,6.0,4.0,
120,RL_HP,1.0,7,4.0,5.0,2.0,6.0,5.0,1.0
120,RL_HP,2.0,13,4.0,6.0,2.0,7.0,7.0,1.0
121,DMP,1.0,9,5.0,3.0,5.0,4.0,5.0,
121,DMP,2.0,13,4.0,3.0,5.0,4.0,6.0,
121,RL,1.0,7,4.0,5.0,3.0,7.0,4.0,
121,RL,2.0,15,1.0,1.0,4.0,3.0,4.0,
121,RL_HP,1.0,5,1.0,1.0,1.0,1.0,1.0,
121,RL_HP,2.0,11,2.0,3.0,4.0,3.0,5.0,
122,DMP,1.0,7,7.0,7.0,7.0,6.0,7.0,1.0
122,DMP,2.0,13,2.0,1.0,1.0,1.0,1.0,
122,RL,1.0,9,4.0,4.0,2.0,4.0,2.0,0.0
122,RL,2.0,15,7.0,6.0,6.0,5.0,6.0,
122,RL_HP,1.0,5,6.0,6.0,6.0,7.0,5.0,
122,RL_HP,2.0,11,6.0,7.0,6.0,7.0,5.0,
123,DMP,1.0,9,7.0,7.0,4.0,5.0,7.0,1.0
123,DMP,2.0,11,6.0,6.0,6.0,6.0,7.0,1.0
123,RL,1.0,7,4.0,6.0,1.0,4.0,6.0,1.0
123,RL,2.0,15,5.0,5.0,5.0,5.0,5.0,1.0
123,RL_HP,1.0,5,4.0,7.0,1.0,6.0,5.0,1.0
123,RL_HP,2.0,13,7.0,7.0,7.0,7.0,7.0,1.0
124,DMP,1.0,5,5.0,4.0,4.0,7.0,5.0,0.0
124,DMP,2.0,13,4.0,3.0,4.0,4.0,2.0,0.0
124,RL,1.0,7,2.0,1.0,7.0,6.0,1.0,0.0
124,RL,2.0,11,3.0,2.0,2.0,2.0,2.0,0.0
124,RL_HP,1.0,9,6.0,5.0,5.0,5.0,3.0,1.0
124,RL_HP,2.0,15,2.0,2.0,1.0,2.0,2.0,0.0
125,DMP,1.0,9,7.0,6.0,6.0,3.0,6.0,1.0
125,DMP,2.0,13,6.0,6.0,6.0,4.0,7.0,1.0
125,RL,1.0,5,3.0,2.0,2.0,2.0,2.0,0.0
125,RL,2.0,11,4.0,5.0,5.0,2.0,4.0,1.0
125,RL_HP,1.0,7,1.0,1.0,1.0,2.0,1.0,0.0
125,RL_HP,2.0,15,3.0,2.0,1.0,1.0,2.0,0.0
126,DMP,1.0,9,7.0,7.0,7.0,1.0,7.0,1.0
126,DMP,2.0,15,6.0,5.0,7.0,1.0,7.0,1.0
126,RL,1.0,5,6.0,6.0,6.0,5.0,4.0,0.0
126,RL,2.0,13,4.0,5.0,1.0,7.0,1.0,0.0
126,RL_HP,1.0,7,6.0,6.0,6.0,3.0,5.0,1.0
126,RL_HP,2.0,11,6.0,5.0,4.0,6.0,6.0,0.0
127,DMP,1.0,7,7.0,7.0,7.0,6.0,7.0,1.0
127,DMP,2.0,15,7.0,7.0,6.0,1.0,6.0,
127,RL,1.0,9,1.0,2.0,2.0,7.0,2.0,0.0
127,RL,2.0,13,1.0,2.0,1.0,5.0,2.0,0.0
127,RL_HP,1.0,5,5.0,6.0,6.0,2.0,6.0,0.0
127,RL_HP,2.0,11,7.0,6.0,7.0,3.0,6.0,1.0
128,DMP,1.0,9,7.0,7.0,5.0,7.0,5.0,1.0
128,DMP,2.0,13,7.0,7.0,5.0,5.0,6.0,1.0
128,RL,1.0,5,5.0,5.0,4.0,7.0,5.0,1.0
128,RL,2.0,15,3.0,3.0,1.0,7.0,1.0,0.0
128,RL_HP,1.0,7,7.0,7.0,5.0,7.0,4.0,1.0
128,RL_HP,2.0,11,5.0,5.0,4.0,7.0,6.0,1.0
129,DMP,1.0,5,1.0,1.0,1.0,1.0,1.0,
129,DMP,2.0,15,4.0,4.0,4.0,4.0,4.0,
129,RL,1.0,9,1.0,1.0,1.0,1.0,1.0,
129,RL,2.0,13,1.0,4.0,4.0,4.0,4.0,
129,RL_HP,1.0,7,1.0,1.0,1.0,1.0,1.0,
129,RL_HP,2.0,11,5.0,4.0,1.0,4.0,4.0,
130,DMP,1.0,5,7.0,6.0,7.0,5.0,7.0,1.0
130,DMP,2.0,13,7.0,7.0,7.0,6.0,7.0,1.0
130,RL,1.0,7,6.0,6.0,5.0,7.0,6.0,0.0
130,RL,2.0,15,6.0,6.0,6.0,7.0,5.0,0.0
130,RL_HP,1.0,9,5.0,5.0,5.0,7.0,4.0,0.0
130,RL_HP,2.0,11,7.0,7.0,6.0,7.0,7.0,1.0
131,DMP,1.0,5,5.0,5.0,6.0,4.0,6.0,
131,DMP,2.0,15,4.0,6.0,4.0,5.0,5.0,0.0
131,RL,1.0,9,5.0,6.0,3.0,2.0,4.0,
131,RL,2.0,11,3.0,4.0,6.0,1.0,5.0,
131,RL_HP,1.0,7,2.0,3.0,7.0,2.0,3.0,0.0
131,RL_HP,2.0,13,5.0,6.0,4.0,2.0,4.0,
132,DMP,1.0,5,7.0,7.0,7.0,7.0,5.0,0.0
132,DMP,2.0,11,7.0,7.0,7.0,6.0,6.0,1.0
132,RL,1.0,7,7.0,6.0,7.0,5.0,7.0,1.0
132,RL,2.0,15,6.0,6.0,7.0,4.0,6.0,0.0
132,RL_HP,1.0,9,6.0,5.0,7.0,5.0,7.0,1.0
132,RL_HP,2.0,13,4.0,5.0,5.0,6.0,5.0,0.0
133,DMP,1.0,9,7.0,7.0,6.0,7.0,4.0,1.0
133,DMP,2.0,11,7.0,7.0,7.0,7.0,5.0,1.0
133,RL,1.0,7,3.0,2.0,6.0,7.0,4.0,1.0
133,RL,2.0,13,7.0,5.0,7.0,5.0,6.0,1.0
133,RL_HP,1.0,5,6.0,7.0,3.0,5.0,2.0,1.0
133,RL_HP,2.0,15,2.0,2.0,1.0,7.0,6.0,1.0
134,DMP,1.0,9,6.0,5.0,6.0,7.0,4.0,1.0
134,DMP,2.0,13,7.0,5.0,6.0,7.0,6.0,0.0
134,RL,1.0,5,5.0,4.0,2.0,3.0,3.0,1.0
134,RL,2.0,15,4.0,4.0,3.0,5.0,3.0,0.0
134,RL_HP,1.0,7,4.0,3.0,3.0,5.0,3.0,0.0
134,RL_HP,2.0,11,5.0,4.0,4.0,5.0,4.0,0.0
135,DMP,1.0,5,4.0,3.0,3.0,2.0,2.0,1.0
135,DMP,2.0,15,2.0,2.0,2.0,2.0,2.0,1.0
135,RL,1.0,7,2.0,2.0,3.0,4.0,2.0,1.0
135,RL,2.0,11,2.0,2.0,2.0,2.0,2.0,
135,RL_HP,1.0,9,2.0,2.0,2.0,2.0,2.0,1.0
135,RL_HP,2.0,13,2.0,2.0,2.0,2.0,2.0,1.0
136,DMP,1.0,9,6.0,6.0,6.0,5.0,5.0,
136,DMP,2.0,11,5.0,5.0,4.0,7.0,7.0,1.0
136,RL,1.0,5,1.0,1.0,1.0,1.0,1.0,
136,RL,2.0,13,1.0,3.0,5.0,2.0,7.0,
136,RL_HP,1.0,7,1.0,1.0,1.0,1.0,1.0,
136,RL_HP,2.0,15,2.0,1.0,1.0,1.0,4.0,
137,DMP,1.0,9,3.0,6.0,7.0,6.0,5.0,0.0
137,DMP,2.0,13,4.0,6.0,7.0,6.0,6.0,0.0
137,RL,1.0,7,2.0,4.0,7.0,5.0,6.0,0.0
137,RL,2.0,11,5.0,5.0,7.0,6.0,6.0,0.0
137,RL_HP,1.0,5,3.0,5.0,6.0,4.0,5.0,
137,RL_HP,2.0,15,4.0,6.0,7.0,5.0,5.0,0.0
138,DMP,1.0,9,5.0,4.0,5.0,4.0,4.0,1.0
138,DMP,2.0,13,3.0,3.0,3.0,3.0,3.0,0.0
138,RL,1.0,5,1.0,3.0,2.0,6.0,4.0,0.0
138,RL,2.0,11,2.0,2.0,2.0,2.0,2.0,0.0
138,RL_HP,1.0,7,1.0,2.0,2.0,6.0,3.0,
138,RL_HP,2.0,15,3.0,4.0,2.0,4.0,3.0,
139,DMP,1.0,7,7.0,6.0,7.0,6.0,7.0,1.0
139,DMP,2.0,13,7.0,7.0,6.0,7.0,3.0,1.0
139,RL,1.0,5,3.0,3.0,2.0,4.0,2.0,0.0
139,RL,2.0,11,4.0,3.0,4.0,5.0,4.0,0.0
139,RL_HP,1.0,9,6.0,5.0,6.0,6.0,5.0,0.0
139,RL_HP,2.0,15,4.0,3.0,5.0,5.0,3.0,0.0
140,DMP,1.0,9,5.0,6.0,5.0,5.0,5.0,1.0
140,DMP,2.0,11,7.0,6.0,5.0,5.0,6.0,1.0
140,RL,1.0,5,4.0,3.0,1.0,4.0,5.0,
140,RL,2.0,13,5.0,5.0,4.0,5.0,4.0,0.0
140,RL_HP,1.0,7,1.0,4.0,5.0,5.0,4.0,1.0
140,RL_HP,2.0,15,1.0,5.0,5.0,5.0,5.0,0.0
141,DMP,1.0,5,6.0,7.0,6.0,4.0,2.0,
141,DMP,2.0,13,5.0,5.0,5.0,6.0,6.0,1.0
141,RL,1.0,7,4.0,4.0,3.0,6.0,7.0,1.0
141,RL,2.0,11,2.0,3.0,2.0,4.0,3.0,
141,RL_HP,1.0,9,3.0,5.0,2.0,7.0,3.0,0.0
141,RL_HP,2.0,15,4.0,4.0,6.0,6.0,6.0,
142,DMP,1.0,9,6.0,6.0,6.0,2.0,5.0,0.0
142,DMP,2.0,11,7.0,6.0,6.0,2.0,4.0,0.0
142,RL,1.0,5,5.0,4.0,5.0,6.0,6.0,1.0
142,RL,2.0,13,6.0,6.0,6.0,3.0,2.0,0.0
142,RL_HP,1.0,7,6.0,6.0,6.0,5.0,5.0,0.0
142,RL_HP,2.0,15,4.0,3.0,3.0,6.0,2.0,0.0
143,DMP,1.0,9,7.0,6.0,7.0,6.0,7.0,1.0
143,DMP,2.0,13,7.0,7.0,7.0,7.0,6.0,1.0
143,RL,1.0,7,5.0,5.0,5.0,5.0,6.0,1.0
143,RL,2.0,15,1.0,1.0,1.0,1.0,2.0,0.0
143,RL_HP,1.0,5,2.0,3.0,1.0,2.0,1.0,0.0
143,RL_HP,2.0,11,6.0,6.0,7.0,6.0,2.0,0.0
144,DMP,1.0,5,1.0,1.0,1.0,2.0,6.0,1.0
144,DMP,2.0,11,1.0,3.0,7.0,1.0,7.0,1.0
144,RL,1.0,9,1.0,7.0,3.0,3.0,7.0,1.0
144,RL,2.0,15,1.0,7.0,7.0,7.0,7.0,
144,RL_HP,1.0,7,2.0,4.0,7.0,1.0,7.0,1.0
144,RL_HP,2.0,13,1.0,4.0,7.0,6.0,7.0,1.0
146,DMP,1.0,7,6.0,6.0,5.0,7.0,6.0,1.0
146,DMP,2.0,11,7.0,7.0,6.0,7.0,3.0,0.0
146,RL,1.0,9,7.0,7.0,6.0,7.0,6.0,1.0
146,RL,2.0,15,3.0,5.0,7.0,6.0,5.0,1.0
146,RL_HP,1.0,5,6.0,7.0,5.0,6.0,5.0,1.0
146,RL_HP,2.0,13,5.0,5.0,7.0,7.0,4.0,0.0
147,DMP,1.0,5,6.0,5.0,2.0,6.0,4.0,0.0
147,DMP,2.0,15,5.0,4.0,3.0,5.0,5.0,1.0
147,RL,1.0,7,3.0,3.0,2.0,5.0,2.0,0.0
147,RL,2.0,11,4.0,4.0,3.0,5.0,5.0,0.0
147,RL_HP,1.0,9,2.0,3.0,3.0,5.0,4.0,0.0
147,RL_HP,2.0,13,3.0,2.0,2.0,6.0,2.0,0.0
148,DMP,1.0,7,6.0,6.0,6.0,6.0,6.0,1.0
148,DMP,2.0,11,7.0,6.0,6.0,6.0,6.0,1.0
148,RL,1.0,9,7.0,6.0,6.0,6.0,7.0,1.0
148,RL,2.0,13,6.0,7.0,7.0,5.0,6.0,1.0
148,RL_HP,1.0,5,4.0,3.0,4.0,6.0,4.0,1.0
148,RL_HP,2.0,15,6.0,4.0,5.0,6.0,6.0,
149,DMP,1.0,7,5.0,5.0,3.0,5.0,3.0,1.0
149,DMP,2.0,11,6.0,5.0,4.0,6.0,5.0,1.0
149,RL,1.0,9,2.0,4.0,3.0,6.0,4.0,1.0
149,RL,2.0,13,3.0,3.0,3.0,7.0,5.0,1.0
149,RL_HP,1.0,5,3.0,3.0,4.0,5.0,3.0,1.0
149,RL_HP,2.0,15,2.0,3.0,4.0,5.0,2.0,0.0
151,DMP,1.0,7,7.0,7.0,7.0,1.0,2.0,0.0
151,DMP,2.0,15,7.0,7.0,7.0,1.0,6.0,1.0
151,RL,1.0,5,7.0,4.0,3.0,5.0,3.0,1.0
151,RL,2.0,11,3.0,1.0,1.0,6.0,4.0,0.0
151,RL_HP,1.0,9,2.0,1.0,1.0,5.0,1.0,0.0
151,RL_HP,2.0,13,2.0,1.0,5.0,5.0,5.0,0.0
152,DMP,1.0,9,7.0,7.0,6.0,1.0,7.0,1.0
152,DMP,2.0,15,7.0,7.0,7.0,4.0,7.0,1.0
152,RL,1.0,7,3.0,3.0,4.0,1.0,3.0,
152,RL,2.0,13,2.0,1.0,1.0,3.0,1.0,0.0
152,RL_HP,1.0,5,2.0,2.0,1.0,3.0,1.0,0.0
152,RL_HP,2.0,11,2.0,2.0,2.0,4.0,1.0,0.0
153,DMP,1.0,5,7.0,5.0,2.0,4.0,1.0,0.0
153,DMP,2.0,11,5.0,6.0,4.0,1.0,4.0,
153,RL,1.0,9,4.0,4.0,2.0,3.0,1.0,0.0
153,RL,2.0,15,1.0,1.0,1.0,7.0,1.0,0.0
153,RL_HP,1.0,7,2.0,1.0,1.0,7.0,1.0,0.0
153,RL_HP,2.0,13,1.0,1.0,1.0,7.0,1.0,0.0
154,DMP,1.0,9,6.0,7.0,1.0,7.0,7.0,1.0
154,DMP,2.0,13,7.0,7.0,7.0,7.0,1.0,
154,RL,1.0,5,5.0,6.0,4.0,7.0,5.0,0.0
154,RL,2.0,15,5.0,4.0,3.0,6.0,6.0,0.0
154,RL_HP,1.0,7,5.0,4.0,3.0,7.0,5.0,
154,RL_HP,2.0,11,5.0,6.0,5.0,7.0,4.0,0.0
155,DMP,1.0,9,7.0,7.0,7.0,7.0,7.0,1.0
155,DMP,2.0,13,7.0,7.0,7.0,7.0,7.0,1.0
155,RL,1.0,7,3.0,3.0,6.0,6.0,6.0,1.0
155,RL,2.0,11,7.0,7.0,7.0,7.0,7.0,1.0
155,RL_HP,1.0,5,5.0,4.0,3.0,7.0,7.0,1.0
155,RL_HP,2.0,15,4.0,5.0,2.0,7.0,7.0,
156,DMP,1.0,7,6.0,6.0,7.0,5.0,5.0,0.0
156,DMP,2.0,11,7.0,6.0,6.0,3.0,5.0,1.0
156,RL,1.0,5,2.0,4.0,3.0,5.0,4.0,1.0
156,RL,2.0,13,4.0,2.0,6.0,6.0,4.0,0.0
156,RL_HP,1.0,9,4.0,3.0,3.0,3.0,2.0,0.0
156,RL_HP,2.0,15,3.0,2.0,5.0,6.0,3.0,1.0
157,DMP,1.0,9,4.0,4.0,4.0,5.0,4.0,0.0
157,DMP,2.0,15,6.0,7.0,7.0,4.0,4.0,1.0
157,RL,1.0,5,1.0,2.0,1.0,5.0,1.0,0.0
157,RL,2.0,11,3.0,4.0,2.0,5.0,2.0,0.0
157,RL_HP,1.0,7,2.0,1.0,3.0,4.0,1.0,0.0
157,RL_HP,2.0,13,1.0,2.0,2.0,6.0,1.0,0.0
158,DMP,1.0,9,6.0,6.0,6.0,5.0,5.0,1.0
158,DMP,2.0,15,6.0,5.0,6.0,5.0,5.0,1.0
158,RL,1.0,5,3.0,4.0,6.0,5.0,4.0,0.0
158,RL,2.0,13,5.0,5.0,6.0,5.0,5.0,1.0
158,RL_HP,1.0,7,5.0,5.0,6.0,5.0,4.0,0.0
158,RL_HP,2.0,11,5.0,4.0,5.0,4.0,4.0,0.0
159,DMP,1.0,7,4.0,4.0,3.0,4.0,4.0,1.0
159,DMP,2.0,13,7.0,7.0,7.0,7.0,6.0,1.0
159,RL,1.0,9,4.0,3.0,5.0,5.0,4.0,0.0
159,RL,2.0,11,7.0,6.0,6.0,7.0,5.0,0.0
159,RL_HP,1.0,5,2.0,2.0,2.0,2.0,1.0,0.0
159,RL_HP,2.0,15,7.0,7.0,7.0,7.0,7.0,1.0
161,DMP,1.0,9,7.0,7.0,7.0,7.0,7.0,1.0
161,DMP,2.0,11,7.0,7.0,7.0,7.0,5.0,1.0
161,RL,1.0,7,7.0,4.0,7.0,7.0,7.0,1.0
161,RL,2.0,13,5.0,5.0,7.0,6.0,4.0,1.0
161,RL_HP,1.0,5,6.0,6.0,6.0,6.0,5.0,1.0
161,RL_HP,2.0,15,7.0,7.0,7.0,7.0,7.0,1.0
162,DMP,1.0,5,3.0,2.0,3.0,7.0,4.0,0.0
162,DMP,2.0,13,6.0,6.0,4.0,4.0,4.0,
162,RL,1.0,7,2.0,2.0,3.0,7.0,4.0,0.0
162,RL,2.0,15,4.0,4.0,4.0,3.0,5.0,1.0
162,RL_HP,1.0,9,3.0,2.0,1.0,5.0,3.0,0.0
162,RL_HP,2.0,11,1.0,1.0,1.0,3.0,1.0,0.0
163,DMP,1.0,5,5.0,3.0,3.0,6.0,4.0,1.0
163,DMP,2.0,11,5.0,6.0,6.0,4.0,6.0,
163,RL,1.0,7,3.0,5.0,7.0,3.0,5.0,
163,RL,2.0,15,3.0,2.0,4.0,5.0,6.0,
163,RL_HP,1.0,9,4.0,5.0,7.0,4.0,6.0,
163,RL_HP,2.0,13,5.0,4.0,5.0,6.0,5.0,
164,DMP,1.0,7,4.0,4.0,5.0,4.0,1.0,1.0
164,DMP,2.0,13,3.0,3.0,2.0,2.0,3.0,1.0
164,RL,1.0,9,2.0,3.0,3.0,4.0,1.0,0.0
164,RL,2.0,15,3.0,3.0,1.0,1.0,4.0,1.0
164,RL_HP,1.0,5,2.0,3.0,2.0,5.0,1.0,0.0
164,RL_HP,2.0,11,4.0,4.0,5.0,6.0,5.0,1.0
165,DMP,1.0,9,6.0,6.0,6.0,6.0,6.0,1.0
165,DMP,2.0,15,7.0,7.0,7.0,7.0,7.0,1.0
165,RL,1.0,5,6.0,5.0,5.0,6.0,6.0,1.0
165,RL,2.0,13,7.0,7.0,7.0,6.0,7.0,1.0
165,RL_HP,1.0,7,3.0,4.0,4.0,6.0,3.0,0.0
165,RL_HP,2.0,11,5.0,5.0,5.0,6.0,4.0,0.0
166,DMP,1.0,7,7.0,6.0,7.0,4.0,7.0,1.0
166,DMP,2.0,15,7.0,7.0,6.0,2.0,5.0,1.0
166,RL,1.0,9,2.0,3.0,4.0,6.0,5.0,1.0
166,RL,2.0,11,3.0,3.0,2.0,6.0,4.0,
166,RL_HP,1.0,5,4.0,3.0,4.0,5.0,3.0,0.0
166,RL_HP,2.0,13,1.0,3.0,3.0,2.0,5.0,1.0
167,DMP,1.0,7,6.0,6.0,5.0,3.0,4.0,0.0
167,DMP,2.0,13,5.0,5.0,5.0,6.0,5.0,0.0
167,RL,1.0,9,3.0,2.0,4.0,4.0,2.0,0.0
167,RL,2.0,11,1.0,2.0,3.0,5.0,4.0,0.0
167,RL_HP,1.0,5,4.0,2.0,4.0,5.0,3.0,0.0
167,RL_HP,2.0,15,5.0,5.0,4.0,5.0,4.0,0.0
168,DMP,1.0,5,6.0,6.0,3.0,6.0,4.0,1.0
168,DMP,2.0,11,6.0,5.0,5.0,7.0,3.0,1.0
168,RL,1.0,7,6.0,5.0,3.0,5.0,3.0,
168,RL,2.0,13,3.0,5.0,3.0,6.0,4.0,0.0
